Date,GOLDBEES.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,LT.NS,MARUTI.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS
2024-01-01,53.7400016784668,812.9945678710938,2526.095947265625,983.28271484375,1429.6361083984375,401.7525329589844,3432.108642578125,10078.0009765625,1279.69287109375,1229.6011962890625,3501.881103515625
2024-01-02,54.0099983215332,813.4733276367188,2487.13037109375,966.4093017578125,1414.0157470703125,403.726806640625,3347.071533203125,9994.1591796875,1290.2900390625,1264.6767578125,3476.24462890625
2024-01-03,53.529998779296875,800.9296264648438,2480.2314453125,968.1802368164062,1373.099365234375,409.6494140625,3349.261962890625,9876.4580078125,1276.25927734375,1267.0184326171875,3392.214599609375
2024-01-04,53.290000915527344,809.5234985351562,2466.909912109375,971.2302856445312,1394.018310546875,408.9197998046875,3367.1259765625,9815.3515625,1282.854736328125,1281.0196533203125,3369.2890625
2024-01-05,53.13999938964844,805.382080078125,2493.077392578125,977.6746215820312,1412.31103515625,406.81683349609375,3428.652587890625,9817.0185546875,1288.3138427734375,1268.5797119140625,3434.6201171875
2024-01-08,52.849998474121094,796.4052124023438,2453.302978515625,966.163330078125,1403.326171875,399.5637512207031,3408.40380859375,9748.12109375,1278.26025390625,1273.5556640625,3379.855712890625
2024-01-09,53.02000045776367,790.2052612304688,2454.730224609375,963.9495849609375,1409.3160400390625,398.7483215332031,3461.80126953125,9823.9755859375,1274.8759765625,1291.8009033203125,3390.5146484375
2024-01-10,52.91999816894531,792.8145141601562,2452.494140625,977.0350952148438,1400.653564453125,397.67535400390625,3451.6279296875,9810.353515625,1309.261474609375,1292.630126953125,3411.786376953125
2024-01-11,52.84000015258789,789.487060546875,2413.29052734375,975.165771484375,1376.9697265625,397.117431640625,3412.054443359375,9811.2353515625,1343.696044921875,1284.2393798828125,3432.460693359375
2024-01-12,52.9900016784668,785.7527465820312,2420.712890625,987.3165893554688,1486.2188720703125,400.5937805175781,3474.31103515625,9766.693359375,1354.39208984375,1293.7034912109375,3567.76318359375
2024-01-15,53.25,800.8817749023438,2448.497802734375,993.5641479492188,1522.4814453125,401.3662414550781,3449.242919921875,9885.5224609375,1377.5130615234375,1297.0206298828125,3587.059814453125
2024-01-16,53.04999923706055,803.9219970703125,2444.59619140625,992.777099609375,1503.5438232421875,405.4006042480469,3478.886474609375,9980.2421875,1358.24560546875,1281.5074462890625,3548.0078125
2024-01-17,52.66999816894531,736.1046142578125,2438.69677734375,965.9173583984375,1511.51513671875,400.5079345703125,3476.404052734375,9851.025390625,1345.35107421875,1267.4088134765625,3569.417236328125
2024-01-18,52.4900016784668,711.5198974609375,2424.518798828125,970.443115234375,1513.726806640625,399.5637512207031,3500.791015625,9726.3642578125,1351.6500244140625,1303.26513671875,3585.95703125
2024-01-19,52.84000015258789,704.0989379882812,2441.07568359375,983.0859375,1529.0242919921875,404.7138366699219,3549.467041015625,9837.3046875,1351.156005859375,1303.11865234375,3648.366455078125
2024-01-23,52.86000061035156,683.3682861328125,2260.42626953125,1012.45458984375,1513.3121337890625,394.241943359375,3456.982421875,9663.59375,1312.7442626953125,1344.7802734375,3569.9033203125
2024-01-24,52.90999984741211,697.037109375,2323.32275390625,983.0859375,1543.95361328125,397.932861328125,3494.170654296875,9788.79296875,1327.8619384765625,1348.48779296875,3554.682861328125
2024-01-25,52.720001220703125,686.9830932617188,2310.61962890625,993.66259765625,1538.147705078125,391.10894775390625,3498.308349609375,9683.7333984375,1336.952392578125,1335.0235595703125,3525.537109375
2024-01-29,52.970001220703125,696.438720703125,2325.939697265625,1000.008544921875,1526.6285400390625,386.08758544921875,3609.825439453125,9791.9296875,1430.795654296875,1366.7818603515625,3516.932373046875
2024-01-30,53.130001068115234,691.4835205078125,2339.49853515625,1000.5005493164062,1521.882568359375,376.0019226074219,3537.103271484375,9752.97265625,1390.8524169921875,1338.3896484375,3516.515869140625
2024-01-31,53.349998474121094,700.2210083007812,2361.289306640625,1011.569091796875,1530.5911865234375,379.0061340332031,3387.618896484375,9983.5263671875,1409.6259765625,1383.953857421875,3530.764892578125
2024-02-01,53.459999084472656,702.0402221679688,2353.724853515625,1008.6174926757812,1527.0433349609375,380.1649475097656,3308.033203125,10425.5712890625,1409.650634765625,1373.709228515625,3566.109619140625
2024-02-02,53.58000183105469,692.3692016601562,2333.742431640625,1007.4859619140625,1560.4952392578125,377.76153564453125,3286.6640625,10442.7216796875,1440.3306884765625,1382.1976318359375,3669.87841796875
2024-02-05,52.97999954223633,691.7467651367188,2302.246337890625,1006.9940795898438,1554.8277587890625,376.0019226074219,3253.272705078125,10220.3505859375,1421.8782958984375,1428.200927734375,3676.35546875
2024-02-06,52.939998626708984,691.3876953125,2308.764404296875,1009.8472900390625,1593.7626953125,370.2938537597656,3333.588134765625,10628.3408203125,1410.7869873046875,1439.2261962890625,3826.89599609375
2024-02-07,53.209999084472656,684.6131591796875,2307.90771484375,1005.6658325195312,1560.86376953125,370.6372375488281,3304.820556640625,10717.376953125,1424.966064453125,1459.81298828125,3778.226806640625
2024-02-08,53.04999923706055,671.7343139648438,2299.914794921875,973.3455810546875,1559.34326171875,361.2610168457031,3247.18798828125,10529.40625,1432.845947265625,1463.13037109375,3825.13818359375
2024-02-09,53.04999923706055,671.9976196289062,2306.670654296875,994.4005126953125,1538.378173828125,362.0888977050781,3236.528076171875,10518.576171875,1443.344482421875,1506.0107421875,3824.768310546875
2024-02-12,52.790000915527344,665.4863891601562,2270.03662109375,980.035888671875,1548.28466796875,354.55078125,3212.189697265625,10495.888671875,1435.0443115234375,1505.6671142578125,3812.73974609375
2024-02-13,52.810001373291016,667.6168823242188,2277.98193359375,1003.3536987304688,1552.3857421875,354.4636535644531,3233.55859375,10578.9951171875,1447.642578125,1513.271728515625,3839.386962890625
2024-02-14,52.099998474121094,662.6378173828125,2272.22509765625,1006.2069702148438,1535.475341796875,358.64666748046875,3221.389404296875,10807.78515625,1463.7236328125,1491.880859375,3793.67919921875
2024-02-15,52.16999816894531,677.000732421875,2236.92333984375,1000.2545166015625,1544.8291015625,351.98004150390625,3212.919921875,10868.8408203125,1453.076904296875,1481.5777587890625,3796.54736328125
2024-02-16,52.349998474121094,679.801513671875,2260.140869140625,1006.7481079101562,1568.14404296875,352.59002685546875,3297.080810546875,11153.1982421875,1443.17138671875,1481.6265869140625,3819.77099609375
2024-02-19,52.63999938964844,678.4609985351562,2271.4638671875,1026.91748046875,1566.3929443359375,356.64227294921875,3251.4228515625,11254.0927734375,1456.4364013671875,1501.398681640625,3797.102294921875
2024-02-20,52.560001373291016,696.2711791992188,2287.5927734375,1031.8367919921875,1553.0306396484375,353.897216796875,3267.875244140625,11217.9296875,1453.496826171875,1509.8372802734375,3729.41943359375
2024-02-21,52.63999938964844,689.017822265625,2290.447265625,1034.985107421875,1525.660888671875,351.5007019042969,3209.123046875,11236.94140625,1450.2115478515625,1514.4493408203125,3693.1953125
2024-02-22,52.720001220703125,679.6339721679688,2272.367919921875,1045.5618896484375,1549.4366455078125,361.1738586425781,3274.68994140625,11425.0595703125,1464.0941162109375,1528.8245849609375,3781.650634765625
2024-02-23,52.439998626708984,680.1366577148438,2278.077392578125,1044.1845703125,1545.2896728515625,358.51593017578125,3298.2490234375,11305.2998046875,1475.82763671875,1531.9644775390625,3749.266357421875
2024-02-26,52.709999084472656,680.9505615234375,2287.735107421875,1037.1988525390625,1529.89990234375,356.5987243652344,3378.27294921875,11238.0693359375,1469.6026611328125,1527.7451171875,3702.031494140625
2024-02-27,52.790000915527344,679.9212646484375,2288.734375,1043.1021728515625,1533.0792236328125,358.29803466796875,3413.61181640625,11271.0478515625,1467.94775390625,1553.0611572265625,3797.658203125
2024-02-28,52.599998474121094,674.7744750976562,2304.197021484375,1029.327880859375,1540.129150390625,355.81439208984375,3378.321533203125,10930.142578125,1438.2803955078125,1544.328125,3811.1201171875
2024-02-29,52.779998779296875,671.9019165039062,2295.395263671875,1035.231201171875,1542.5711669921875,354.07147216796875,3385.47705078125,11062.9853515625,1443.393798828125,1548.3511962890625,3789.052490234375
2024-03-01,52.900001525878906,684.9961547851562,2292.921142578125,1069.37158203125,1524.877685546875,356.8601379394531,3537.29833984375,11388.9462890625,1474.345458984375,1530.001953125,3788.358642578125
2024-03-04,53.88999938964844,685.9296875,2304.625,1074.733642578125,1508.75048828125,356.5115661621094,3547.9580078125,11362.681640625,1489.4384765625,1522.986083984375,3775.728515625
2024-03-05,54.619998931884766,689.8316650390625,2283.548583984375,1070.503173828125,1480.4591064453125,353.9407958984375,3516.95166015625,11437.6044921875,1482.32421875,1544.6715087890625,3712.255859375
2024-03-06,54.720001220703125,690.6695556640625,2284.452392578125,1079.4071044921875,1490.6422119140625,355.4222412109375,3545.767578125,11336.1220703125,1485.0909423828125,1573.91259765625,3760.55419921875
2024-03-07,55.439998626708984,692.34521484375,2302.2939453125,1070.4046630859375,1489.62841796875,360.3895568847656,3579.59765625,11280.259765625,1461.302734375,1575.5806884765625,3801.544189453125
